Loc Abbr,Loc Desc,Heart Disease Mortality per 100k,Gender,Race/Ethnicity
ND,Cass County,,Overall,Hispanic
ND,Cavalier County,,Overall,Hispanic
ND,Dickey County,,Overall,Hispanic
ND,Divide County,,Overall,Hispanic
ND,Dunn County,,Overall,Hispanic
ND,Eddy County,,Overall,Hispanic
ND,Emmons County,,Overall,Hispanic
ND,Foster County,,Overall,Hispanic
ND,Golden Valley County,,Overall,Hispanic
ND,Grand Forks County,,Overall,Hispanic
ND,Grant County,,Overall,Hispanic
ND,Griggs County,,Overall,Hispanic
ND,Hettinger County,,Overall,Hispanic
ND,Kidder County,,Overall,Hispanic
ND,LaMoure County,,Overall,Hispanic
ND,Logan County,,Overall,Hispanic
ND,McHenry County,,Overall,Hispanic
ND,McIntosh County,,Overall,Hispanic
ND,McKenzie County,,Overall,Hispanic
ND,McLean County,,Overall,Hispanic
ND,Mercer County,,Overall,Hispanic
ND,Morton County,,Overall,Hispanic
ND,Mountrail County,,Overall,Hispanic
ND,Nelson County,,Overall,Hispanic
ND,Oliver County,,Overall,Hispanic
ND,Pembina County,,Overall,Hispanic
ND,Pierce County,,Overall,Hispanic
ND,Ramsey County,,Overall,Hispanic
ND,Ransom County,,Overall,Hispanic
ND,Renville County,,Overall,Hispanic
ND,Richland County,,Overall,Hispanic
ND,Rolette County,,Overall,Hispanic
ND,Sargent County,,Overall,Hispanic
ND,Sheridan County,,Overall,Hispanic
ND,Sioux County,,Overall,Hispanic
ND,Slope County,,Overall,Hispanic
ND,Stark County,,Overall,Hispanic
ND,Steele County,,Overall,Hispanic
ND,Stutsman County,,Overall,Hispanic
ND,Towner County,,Overall,Hispanic
ND,Traill County,,Overall,Hispanic
ND,Walsh County,,Overall,Hispanic
ND,Ward County,,Overall,Hispanic
ND,Wells County,,Overall,Hispanic
ND,Williams County,,Overall,Hispanic
ND,Adams County,,Male,Hispanic
ND,Barnes County,,Male,Hispanic
ND,Benson County,,Male,Hispanic
ND,Billings County,,Male,Hispanic
ND,Bottineau County,,Male,Hispanic
ND,Bowman County,,Male,Hispanic
ND,Burke County,,Male,Hispanic
ND,Burleigh County,,Male,Hispanic
ND,Cass County,,Male,Hispanic
ND,Cavalier County,,Male,Hispanic
ND,Dickey County,,Male,Hispanic
ND,Divide County,,Male,Hispanic
ND,Dunn County,,Male,Hispanic
ND,Eddy County,,Male,Hispanic
ND,Emmons County,,Male,Hispanic
ND,Foster County,,Male,Hispanic
ND,Golden Valley County,,Male,Hispanic
ND,Grand Forks County,,Male,Hispanic
ND,Grant County,,Male,Hispanic
ND,Griggs County,,Male,Hispanic
ND,Hettinger County,,Male,Hispanic
ND,Kidder County,,Male,Hispanic
ND,LaMoure County,,Male,Hispanic
ND,Logan County,,Male,Hispanic
ND,McHenry County,,Male,Hispanic
ND,McIntosh County,,Male,Hispanic
ND,McKenzie County,,Male,Hispanic
ND,McLean County,,Male,Hispanic
ND,Mercer County,,Male,Hispanic
ND,Morton County,,Male,Hispanic
ND,Mountrail County,,Male,Hispanic
ND,Nelson County,,Male,Hispanic
ND,Oliver County,,Male,Hispanic
ND,Pembina County,,Male,Hispanic
ND,Pierce County,,Male,Hispanic
ND,Ramsey County,,Male,Hispanic
ND,Ransom County,,Male,Hispanic
ND,Renville County,,Male,Hispanic
ND,Richland County,,Male,Hispanic
ND,Rolette County,,Male,Hispanic
ND,Sargent County,,Male,Hispanic
ND,Sheridan County,,Male,Hispanic
ND,Sioux County,,Male,Hispanic
ND,Slope County,,Male,Hispanic
ND,Stark County,,Male,Hispanic
ND,Steele County,,Male,Hispanic
ND,Stutsman County,,Male,Hispanic
ND,Towner County,,Male,Hispanic
ND,Traill County,,Male,Hispanic
ND,Walsh County,,Male,Hispanic
ND,Ward County,,Male,Hispanic
ND,Wells County,,Male,Hispanic
ND,Williams County,,Male,Hispanic
ND,Adams County,,Female,Hispanic
ND,Barnes County,,Female,Hispanic
ND,Benson County,,Female,Hispanic
ND,Billings County,,Female,Hispanic
ND,Bottineau County,,Female,Hispanic
ND,Bowman County,,Female,Hispanic
ND,Burke County,,Female,Hispanic
ND,Burleigh County,,Female,Hispanic
ND,Cass County,,Female,Hispanic
ND,Cavalier County,,Female,Hispanic
ND,Dickey County,,Female,Hispanic
ND,Divide County,,Female,Hispanic
ND,Dunn County,,Female,Hispanic
ND,Eddy County,,Female,Hispanic
ND,Emmons County,,Female,Hispanic
ND,Foster County,,Female,Hispanic
ND,Golden Valley County,,Female,Hispanic
ND,Grand Forks County,,Female,Hispanic
ND,Grant County,,Female,Hispanic
ND,Griggs County,,Female,Hispanic
ND,Hettinger County,,Female,Hispanic
ND,Kidder County,,Female,Hispanic
ND,LaMoure County,,Female,Hispanic
ND,Logan County,,Female,Hispanic
ND,McHenry County,,Female,Hispanic
ND,McIntosh County,,Female,Hispanic
ND,McKenzie County,,Female,Hispanic
ND,McLean County,,Female,Hispanic
ND,Mercer County,,Female,Hispanic
ND,Morton County,,Female,Hispanic
ND,Mountrail County,,Female,Hispanic
ND,Nelson County,,Female,Hispanic
ND,Oliver County,,Female,Hispanic
ND,Pembina County,,Female,Hispanic
ND,Pierce County,,Female,Hispanic
ND,Ramsey County,,Female,Hispanic
ND,Ransom County,,Female,Hispanic
ND,Renville County,,Female,Hispanic
ND,Richland County,,Female,Hispanic
ND,Rolette County,,Female,Hispanic
ND,Sargent County,,Female,Hispanic
ND,Sheridan County,,Female,Hispanic
ND,Sioux County,,Female,Hispanic
ND,Slope County,,Female,Hispanic
ND,Stark County,,Female,Hispanic
ND,Steele County,,Female,Hispanic
ND,Stutsman County,,Female,Hispanic
ND,Towner County,,Female,Hispanic
ND,Traill County,,Female,Hispanic
ND,Walsh County,,Female,Hispanic
ND,Ward County,,Female,Hispanic
ND,Wells County,,Female,Hispanic
ND,Williams County,,Female,Hispanic
ND,Adams County,,Overall,Asian and Pacific Islander
ND,Barnes County,,Overall,Asian and Pacific Islander
ND,Benson County,,Overall,Asian and Pacific Islander
ND,Billings County,,Overall,Asian and Pacific Islander
ND,Bottineau County,,Overall,Asian and Pacific Islander
ND,Bowman County,,Overall,Asian and Pacific Islander
ND,Burke County,,Overall,Asian and Pacific Islander
ND,Burleigh County,,Overall,Asian and Pacific Islander
ND,Cass County,,Overall,Asian and Pacific Islander
ND,Cavalier County,,Overall,Asian and Pacific Islander
ND,Dickey County,,Overall,Asian and Pacific Islander
ND,Divide County,,Overall,Asian and Pacific Islander
ND,Dunn County,,Overall,Asian and Pacific Islander
ND,Eddy County,,Overall,Asian and Pacific Islander
ND,Emmons County,,Overall,Asian and Pacific Islander
ND,Foster County,,Overall,Asian and Pacific Islander
ND,Golden Valley County,,Overall,Asian and Pacific Islander
ND,Grand Forks County,,Overall,Asian and Pacific Islander
ND,Grant County,,Overall,Asian and Pacific Islander
ND,Griggs County,,Overall,Asian and Pacific Islander
ND,Hettinger County,,Overall,Asian and Pacific Islander
ND,Kidder County,,Overall,Asian and Pacific Islander
ND,LaMoure County,,Overall,Asian and Pacific Islander
ND,Logan County,,Overall,Asian and Pacific Islander
ND,McHenry County,,Overall,Asian and Pacific Islander
ND,McIntosh County,,Overall,Asian and Pacific Islander
ND,McKenzie County,,Overall,Asian and Pacific Islander
ND,McLean County,,Overall,Asian and Pacific Islander
ND,Mercer County,,Overall,Asian and Pacific Islander
ND,Morton County,,Overall,Asian and Pacific Islander
ND,Mountrail County,,Overall,Asian and Pacific Islander
ND,Nelson County,,Overall,Asian and Pacific Islander
ND,Oliver County,,Overall,Asian and Pacific Islander
ND,Pembina County,,Overall,Asian and Pacific Islander
ND,Pierce County,,Overall,Asian and Pacific Islander
ND,Ramsey County,,Overall,Asian and Pacific Islander
ND,Ransom County,,Overall,Asian and Pacific Islander
ND,Renville County,,Overall,Asian and Pacific Islander
ND,Richland County,,Overall,Asian and Pacific Islander
ND,Rolette County,,Overall,Asian and Pacific Islander
ND,Sargent County,,Overall,Asian and Pacific Islander
ND,Sheridan County,,Overall,Asian and Pacific Islander
ND,Sioux County,,Overall,Asian and Pacific Islander
ND,Slope County,,Overall,Asian and Pacific Islander
ND,Stark County,,Overall,Asian and Pacific Islander
ND,Steele County,,Overall,Asian and Pacific Islander
ND,Stutsman County,,Overall,Asian and Pacific Islander
ND,Towner County,,Overall,Asian and Pacific Islander
ND,Traill County,,Overall,Asian and Pacific Islander
ND,Walsh County,,Overall,Asian and Pacific Islander
ND,Ward County,,Overall,Asian and Pacific Islander
ND,Wells County,,Overall,Asian and Pacific Islander
ND,Williams County,,Overall,Asian and Pacific Islander
ND,Adams County,,Male,Asian and Pacific Islander
ND,Barnes County,,Male,Asian and Pacific Islander
ND,Benson County,,Male,Asian and Pacific Islander
ND,Billings County,,Male,Asian and Pacific Islander
ND,Bottineau County,,Male,Asian and Pacific Islander
ND,Bowman County,,Male,Asian and Pacific Islander
ND,Burke County,,Male,Asian and Pacific Islander
ND,Burleigh County,,Male,Asian and Pacific Islander
ND,Cass County,,Male,Asian and Pacific Islander
ND,Cavalier County,,Male,Asian and Pacific Islander
ND,Dickey County,,Male,Asian and Pacific Islander
ND,Divide County,,Male,Asian and Pacific Islander
ND,Dunn County,,Male,Asian and Pacific Islander
ND,Eddy County,,Male,Asian and Pacific Islander
ND,Emmons County,,Male,Asian and Pacific Islander
ND,Foster County,,Male,Asian and Pacific Islander
ND,Golden Valley County,,Male,Asian and Pacific Islander
ND,Grand Forks County,,Male,Asian and Pacific Islander
ND,Grant County,,Male,Asian and Pacific Islander
ND,Griggs County,,Male,Asian and Pacific Islander
ND,Hettinger County,,Male,Asian and Pacific Islander
ND,Kidder County,,Male,Asian and Pacific Islander
ND,LaMoure County,,Male,Asian and Pacific Islander
ND,Logan County,,Male,Asian and Pacific Islander
ND,McHenry County,,Male,Asian and Pacific Islander
ND,McIntosh County,,Male,Asian and Pacific Islander
ND,McKenzie County,,Male,Asian and Pacific Islander
ND,McLean County,,Male,Asian and Pacific Islander
ND,Mercer County,,Male,Asian and Pacific Islander
ND,Morton County,,Male,Asian and Pacific Islander
ND,Mountrail County,,Male,Asian and Pacific Islander
ND,Nelson County,,Male,Asian and Pacific Islander
ND,Oliver County,,Male,Asian and Pacific Islander
ND,Pembina County,,Male,Asian and Pacific Islander
ND,Pierce County,,Male,Asian and Pacific Islander
ND,Ramsey County,,Male,Asian and Pacific Islander
ND,Ransom County,,Male,Asian and Pacific Islander
ND,Renville County,,Male,Asian and Pacific Islander
ND,Richland County,,Male,Asian and Pacific Islander
ND,Rolette County,,Male,Asian and Pacific Islander
ND,Sargent County,,Male,Asian and Pacific Islander
ND,Sheridan County,,Male,Asian and Pacific Islander
ND,Sioux County,,Male,Asian and Pacific Islander
ND,Slope County,,Male,Asian and Pacific Islander
ND,Stark County,,Male,Asian and Pacific Islander
ND,Steele County,,Male,Asian and Pacific Islander
ND,Stutsman County,,Male,Asian and Pacific Islander
ND,Towner County,,Male,Asian and Pacific Islander
ND,Traill County,,Male,Asian and Pacific Islander
ND,Walsh County,,Male,Asian and Pacific Islander
ND,Ward County,,Male,Asian and Pacific Islander
ND,Wells County,,Male,Asian and Pacific Islander
ND,Williams County,,Male,Asian and Pacific Islander
ND,Adams County,,Female,Asian and Pacific Islander
ND,Barnes County,,Female,Asian and Pacific Islander
ND,Benson County,,Female,Asian and Pacific Islander
ND,Billings County,,Female,Asian and Pacific Islander
ND,Bottineau County,,Female,Asian and Pacific Islander
ND,Bowman County,,Female,Asian and Pacific Islander
ND,Burke County,,Female,Asian and Pacific Islander
ND,Burleigh County,,Female,Asian and Pacific Islander
ND,Cass County,,Female,Asian and Pacific Islander
ND,Cavalier County,,Female,Asian and Pacific Islander
ND,Dickey County,,Female,Asian and Pacific Islander
ND,Divide County,,Female,Asian and Pacific Islander
ND,Dunn County,,Female,Asian and Pacific Islander
ND,Eddy County,,Female,Asian and Pacific Islander
ND,Emmons County,,Female,Asian and Pacific Islander
ND,Foster County,,Female,Asian and Pacific Islander
ND,Golden Valley County,,Female,Asian and Pacific Islander
ND,Grand Forks County,,Female,Asian and Pacific Islander
ND,Grant County,,Female,Asian and Pacific Islander
ND,Griggs County,,Female,Asian and Pacific Islander
ND,Hettinger County,,Female,Asian and Pacific Islander
ND,Kidder County,,Female,Asian and Pacific Islander
ND,LaMoure County,,Female,Asian and Pacific Islander
ND,Logan County,,Female,Asian and Pacific Islander
ND,McHenry County,,Female,Asian and Pacific Islander
ND,McIntosh County,,Female,Asian and Pacific Islander
ND,McKenzie County,,Female,Asian and Pacific Islander
ND,McLean County,,Female,Asian and Pacific Islander
ND,Mercer County,,Female,Asian and Pacific Islander
ND,Morton County,,Female,Asian and Pacific Islander
ND,Mountrail County,,Female,Asian and Pacific Islander
ND,Nelson County,,Female,Asian and Pacific Islander
ND,Oliver County,,Female,Asian and Pacific Islander
ND,Pembina County,,Female,Asian and Pacific Islander
ND,Pierce County,,Female,Asian and Pacific Islander
ND,Ramsey County,,Female,Asian and Pacific Islander
ND,Ransom County,,Female,Asian and Pacific Islander
ND,Renville County,,Female,Asian and Pacific Islander
ND,Richland County,,Female,Asian and Pacific Islander
ND,Rolette County,,Female,Asian and Pacific Islander
ND,Sargent County,,Female,Asian and Pacific Islander
ND,Sheridan County,,Female,Asian and Pacific Islander
ND,Sioux County,,Female,Asian and Pacific Islander
ND,Slope County,,Female,Asian and Pacific Islander
ND,Stark County,,Female,Asian and Pacific Islander
ND,Steele County,,Female,Asian and Pacific Islander
ND,Stutsman County,,Female,Asian and Pacific Islander
ND,Towner County,,Female,Asian and Pacific Islander
ND,Traill County,,Female,Asian and Pacific Islander
ND,Walsh County,,Female,Asian and Pacific Islander
ND,Ward County,,Female,Asian and Pacific Islander
ND,Wells County,,Female,Asian and Pacific Islander
ND,Williams County,,Female,Asian and Pacific Islander
ND,Adams County,961.7,Overall,American Indian and Alaskan Native
ND,Barnes County,,Overall,American Indian and Alaskan Native
ND,Benson County,,Overall,American Indian and Alaskan Native
ND,Billings County,,Overall,American Indian and Alaskan Native
ND,Bottineau County,565.9,Overall,American Indian and Alaskan Native
ND,Bowman County,,Overall,American Indian and Alaskan Native
ND,Burke County,,Overall,American Indian and Alaskan Native
ND,Burleigh County,,Overall,American Indian and Alaskan Native
ND,Cass County,,Overall,American Indian and Alaskan Native
ND,Cavalier County,,Overall,American Indian and Alaskan Native
ND,Dickey County,,Overall,American Indian and Alaskan Native
ND,Divide County,,Overall,American Indian and Alaskan Native
ND,Dunn County,395.9,Overall,American Indian and Alaskan Native
ND,Eddy County,,Overall,American Indian and Alaskan Native
ND,Emmons County,675,Overall,American Indian and Alaskan Native
ND,Foster County,,Overall,American Indian and Alaskan Native
ND,Golden Valley County,,Overall,American Indian and Alaskan Native
ND,Grand Forks County,,Overall,American Indian and Alaskan Native
ND,Grant County,934.6,Overall,American Indian and Alaskan Native
ND,Griggs County,,Overall,American Indian and Alaskan Native
ND,Hettinger County,,Overall,American Indian and Alaskan Native
ND,Kidder County,,Overall,American Indian and Alaskan Native
ND,LaMoure County,,Overall,American Indian and Alaskan Native
ND,Logan County,,Overall,American Indian and Alaskan Native
ND,McHenry County,,Overall,American Indian and Alaskan Native
ND,McIntosh County,,Overall,American Indian and Alaskan Native
ND,McKenzie County,633.8,Overall,American Indian and Alaskan Native
ND,McLean County,382.5,Overall,American Indian and Alaskan Native
ND,Mercer County,,Overall,American Indian and Alaskan Native
ND,Morton County,495.1,Overall,American Indian and Alaskan Native
ND,Mountrail County,460.3,Overall,American Indian and Alaskan Native
ND,Nelson County,,Overall,American Indian and Alaskan Native
ND,Oliver County,,Overall,American Indian and Alaskan Native
ND,Pembina County,,Overall,American Indian and Alaskan Native
ND,Pierce County,526.9,Overall,American Indian and Alaskan Native
ND,Ramsey County,,Overall,American Indian and Alaskan Native
ND,Ransom County,,Overall,American Indian and Alaskan Native
ND,Renville County,,Overall,American Indian and Alaskan Native
ND,Richland County,,Overall,American Indian and Alaskan Native
ND,Rolette County,563.5,Overall,American Indian and Alaskan Native
ND,Sargent County,,Overall,American Indian and Alaskan Native
ND,Sheridan County,,Overall,American Indian and Alaskan Native
ND,Sioux County,909.9,Overall,American Indian and Alaskan Native
ND,Slope County,,Overall,American Indian and Alaskan Native
ND,Stark County,,Overall,American Indian and Alaskan Native
ND,Steele County,,Overall,American Indian and Alaskan Native
ND,Stutsman County,,Overall,American Indian and Alaskan Native
ND,Towner County,522.3,Overall,American Indian and Alaskan Native
ND,Traill County,,Overall,American Indian and Alaskan Native
ND,Walsh County,,Overall,American Indian and Alaskan Native
ND,Ward County,,Overall,American Indian and Alaskan Native
ND,Wells County,,Overall,American Indian and Alaskan Native
ND,Williams County,517,Overall,American Indian and Alaskan Native
ND,Adams County,1537.5,Male,American Indian and Alaskan Native
ND,Barnes County,,Male,American Indian and Alaskan Native
ND,Benson County,,Male,American Indian and Alaskan Native
ND,Billings County,,Male,American Indian and Alaskan Native
ND,Bottineau County,,Male,American Indian and Alaskan Native
ND,Bowman County,,Male,American Indian and Alaskan Native
ND,Burke County,,Male,American Indian and Alaskan Native
ND,Burleigh County,,Male,American Indian and Alaskan Native
ND,Cass County,,Male,American Indian and Alaskan Native
ND,Cavalier County,,Male,American Indian and Alaskan Native
ND,Dickey County,,Male,American Indian and Alaskan Native
ND,Divide County,,Male,American Indian and Alaskan Native
ND,Dunn County,,Male,American Indian and Alaskan Native
ND,Eddy County,,Male,American Indian and Alaskan Native
ND,Emmons County,970.4,Male,American Indian and Alaskan Native
ND,Foster County,,Male,American Indian and Alaskan Native
ND,Golden Valley County,,Male,American Indian and Alaskan Native
ND,Grand Forks County,,Male,American Indian and Alaskan Native
ND,Grant County,1349,Male,American Indian and Alaskan Native
ND,Griggs County,,Male,American Indian and Alaskan Native
ND,Hettinger County,,Male,American Indian and Alaskan Native
ND,Kidder County,,Male,American Indian and Alaskan Native
ND,LaMoure County,,Male,American Indian and Alaskan Native
ND,Logan County,,Male,American Indian and Alaskan Native
ND,McHenry County,,Male,American Indian and Alaskan Native
ND,McIntosh County,,Male,American Indian and Alaskan Native
ND,McKenzie County,754.2,Male,American Indian and Alaskan Native
ND,McLean County,,Male,American Indian and Alaskan Native
ND,Mercer County,,Male,American Indian and Alaskan Native
ND,Morton County,191.7,Male,American Indian and Alaskan Native
ND,Mountrail County,,Male,American Indian and Alaskan Native
ND,Nelson County,,Male,American Indian and Alaskan Native
ND,Oliver County,,Male,American Indian and Alaskan Native
ND,Pembina County,,Male,American Indian and Alaskan Native
ND,Pierce County,643.8,Male,American Indian and Alaskan Native
ND,Ramsey County,,Male,American Indian and Alaskan Native
ND,Ransom County,,Male,American Indian and Alaskan Native
ND,Renville County,,Male,American Indian and Alaskan Native
ND,Richland County,,Male,American Indian and Alaskan Native
ND,Rolette County,646.2,Male,American Indian and Alaskan Native
ND,Sargent County,,Male,American Indian and Alaskan Native
ND,Sheridan County,,Male,American Indian and Alaskan Native
ND,Sioux County,1716.1,Male,American Indian and Alaskan Native
ND,Slope County,,Male,American Indian and Alaskan Native
ND,Stark County,,Male,American Indian and Alaskan Native
ND,Steele County,,Male,American Indian and Alaskan Native
ND,Stutsman County,,Male,American Indian and Alaskan Native
ND,Towner County,650.8,Male,American Indian and Alaskan Native
ND,Traill County,,Male,American Indian and Alaskan Native
ND,Walsh County,,Male,American Indian and Alaskan Native
ND,Ward County,,Male,American Indian and Alaskan Native
ND,Wells County,,Male,American Indian and Alaskan Native
ND,Williams County,761.2,Male,American Indian and Alaskan Native
ND,Adams County,,Female,American Indian and Alaskan Native
ND,Barnes County,,Female,American Indian and Alaskan Native
ND,Benson County,,Female,American Indian and Alaskan Native
ND,Billings County,,Female,American Indian and Alaskan Native
ND,Bottineau County,497.9,Female,American Indian and Alaskan Native
ND,Bowman County,,Female,American Indian and Alaskan Native
ND,Burke County,,Female,American Indian and Alaskan Native
ND,Burleigh County,,Female,American Indian and Alaskan Native
ND,Cass County,,Female,American Indian and Alaskan Native
ND,Cavalier County,,Female,American Indian and Alaskan Native
ND,Dickey County,,Female,American Indian and Alaskan Native
ND,Divide County,,Female,American Indian and Alaskan Native
ND,Dunn County,,Female,American Indian and Alaskan Native
ND,Eddy County,,Female,American Indian and Alaskan Native
ND,Emmons County,410.7,Female,American Indian and Alaskan Native
ND,Foster County,,Female,American Indian and Alaskan Native
ND,Golden Valley County,,Female,American Indian and Alaskan Native
ND,Grand Forks County,,Female,American Indian and Alaskan Native
ND,Grant County,,Female,American Indian and Alaskan Native
ND,Griggs County,,Female,American Indian and Alaskan Native
ND,Hettinger County,,Female,American Indian and Alaskan Native
ND,Kidder County,,Female,American Indian and Alaskan Native
ND,LaMoure County,,Female,American Indian and Alaskan Native
ND,Logan County,,Female,American Indian and Alaskan Native
ND,McHenry County,,Female,American Indian and Alaskan Native
ND,McIntosh County,,Female,American Indian and Alaskan Native
ND,McKenzie County,542.5,Female,American Indian and Alaskan Native
ND,McLean County,,Female,American Indian and Alaskan Native
ND,Mercer County,,Female,American Indian and Alaskan Native
ND,Morton County,,Female,American Indian and Alaskan Native
ND,Mountrail County,,Female,American Indian and Alaskan Native
ND,Nelson County,,Female,American Indian and Alaskan Native
ND,Oliver County,,Female,American Indian and Alaskan Native
ND,Pembina County,,Female,American Indian and Alaskan Native
ND,Pierce County,432.1,Female,American Indian and Alaskan Native
ND,Ramsey County,,Female,American Indian and Alaskan Native
ND,Ransom County,,Female,American Indian and Alaskan Native
ND,Renville County,,Female,American Indian and Alaskan Native
ND,Richland County,,Female,American Indian and Alaskan Native
ND,Rolette County,495.4,Female,American Indian and Alaskan Native
ND,Sargent County,,Female,American Indian and Alaskan Native
ND,Sheridan County,,Female,American Indian and Alaskan Native
ND,Sioux County,,Female,American Indian and Alaskan Native
ND,Slope County,,Female,American Indian and Alaskan Native
ND,Stark County,,Female,American Indian and Alaskan Native
ND,Steele County,,Female,American Indian and Alaskan Native
ND,Stutsman County,,Female,American Indian and Alaskan Native
ND,Towner County,392.1,Female,American Indian and Alaskan Native
ND,Traill County,,Female,American Indian and Alaskan Native
ND,Walsh County,,Female,American Indian and Alaskan Native
ND,Ward County,,Female,American Indian and Alaskan Native
ND,Wells County,,Female,American Indian and Alaskan Native
ND,Williams County,462.5,Female,American Indian and Alaskan Native
ND,North Dakota,222.8,Female,Overall
ND,North Dakota,278.8,Overall,White
ND,North Dakota,348.7,Male,White
ND,North Dakota,218.8,Female,White
ND,North Dakota,,Overall,Black
ND,North Dakota,,Male,Black
ND,North Dakota,,Female,Black
ND,North Dakota,,Overall,Hispanic
ND,North Dakota,,Male,Hispanic
ND,North Dakota,,Female,Hispanic
ND,North Dakota,,Overall,Asian and Pacific Islander
ND,North Dakota,,Male,Asian and Pacific Islander
ND,North Dakota,,Female,Asian and Pacific Islander
ND,North Dakota,502.4,Overall,American Indian and Alaskan Native
ND,North Dakota,666.6,Male,American Indian and Alaskan Native
ND,North Dakota,373.2,Female,American Indian and Alaskan Native
NE,Adams County,358.3,Overall,Overall
NE,Antelope County,333.1,Overall,Overall
NE,Arthur County,345.2,Overall,Overall
NE,Banner County,311.3,Overall,Overall
NE,Blaine County,283.8,Overall,Overall
NE,Boone County,289.2,Overall,Overall
NE,Box Butte County,303.5,Overall,Overall
NE,Boyd County,329.8,Overall,Overall
NE,Brown County,382.2,Overall,Overall
NE,Buffalo County,281.7,Overall,Overall
NE,Burt County,318,Overall,Overall
NE,Butler County,266.1,Overall,Overall
NE,Cass County,276.4,Overall,Overall
NE,Cedar County,320.1,Overall,Overall
NE,Chase County,277.1,Overall,Overall
NE,Cherry County,277.7,Overall,Overall
NE,Cheyenne County,292.9,Overall,Overall
NE,Clay County,329.1,Overall,Overall
NE,Colfax County,276.9,Overall,Overall
NE,Cuming County,301.5,Overall,Overall
NE,Custer County,270.8,Overall,Overall
NE,Dakota County,275.9,Overall,Overall
NE,Dawes County,300.7,Overall,Overall
NE,Dawson County,271.4,Overall,Overall
NE,Deuel County,301.5,Overall,Overall
NE,Dixon County,305.2,Overall,Overall
NE,Dodge County,291.7,Overall,Overall
NE,Douglas County,292.3,Overall,Overall
NE,Dundy County,285.5,Overall,Overall
NE,Fillmore County,312.9,Overall,Overall
NE,Franklin County,354.3,Overall,Overall
NE,Frontier County,260.9,Overall,Overall
NE,Furnas County,347.3,Overall,Overall
NE,Gage County,275,Overall,Overall
NE,Garden County,306.8,Overall,Overall
NE,Garfield County,306.6,Overall,Overall
NE,Gosper County,284,Overall,Overall
NE,Grant County,330.9,Overall,Overall
NE,Greeley County,267.2,Overall,Overall
NE,Hall County,277.6,Overall,Overall
NE,Hamilton County,271.7,Overall,Overall
NE,Harlan County,351.5,Overall,Overall
NE,Hayes County,259.4,Overall,Overall
NE,Hitchcock County,282.6,Overall,Overall
NE,Holt County,318.9,Overall,Overall
NE,Hooker County,442.3,Overall,Overall
NE,Howard County,270.7,Overall,Overall
NE,Jefferson County,324.7,Overall,Overall
NE,Johnson County,258.2,Overall,Overall
NE,Kearney County,324.5,Overall,Overall
NE,Keith County,282.7,Overall,Overall
NE,Keya Paha County,330.1,Overall,Overall
NE,Kimball County,278.4,Overall,Overall
NE,Knox County,321.4,Overall,Overall
NE,Lancaster County,254.7,Overall,Overall
NE,Lincoln County,260.4,Overall,Overall
NE,Logan County,258.5,Overall,Overall
NE,Loup County,336.6,Overall,Overall
NE,McPherson County,249.1,Overall,Overall
NE,Madison County,362.4,Overall,Overall
NE,Merrick County,266,Overall,Overall
NE,Morrill County,302.5,Overall,Overall
NE,Nance County,259.2,Overall,Overall
NE,Nemaha County,274.9,Overall,Overall
NE,Nuckolls County,359.1,Overall,Overall
NE,Otoe County,263.7,Overall,Overall
NE,Pawnee County,283.7,Overall,Overall
NE,Perkins County,275,Overall,Overall
NE,Phelps County,292.5,Overall,Overall
NE,Pierce County,320.2,Overall,Overall
NE,Platte County,271.1,Overall,Overall
NE,Polk County,279.7,Overall,Overall
NE,Red Willow County,292.6,Overall,Overall
NE,Richardson County,289.1,Overall,Overall
NE,Rock County,368.6,Overall,Overall
NE,Saline County,297.8,Overall,Overall
NE,Sarpy County,286.5,Overall,Overall
NE,Saunders County,285.4,Overall,Overall
NE,Scotts Bluff County,295.3,Overall,Overall
NE,Seward County,289.1,Overall,Overall
NE,Sheridan County,335.7,Overall,Overall
NE,Sherman County,284.3,Overall,Overall
NE,Sioux County,300,Overall,Overall
NE,Stanton County,293.4,Overall,Overall
NE,Thayer County,342,Overall,Overall
NE,Thomas County,177.8,Overall,Overall
NE,Thurston County,349.5,Overall,Overall
NE,Valley County,295.2,Overall,Overall
NE,Washington County,292.2,Overall,Overall
NE,Wayne County,326.8,Overall,Overall
NE,Webster County,360.4,Overall,Overall
NE,Wheeler County,298.7,Overall,Overall
NE,York County,311.5,Overall,Overall
NE,Adams County,432,Male,Overall
NE,Antelope County,437.2,Male,Overall
NE,Arthur County,409.4,Male,Overall
NE,Banner County,394.8,Male,Overall
NE,Blaine County,414.9,Male,Overall
NE,Boone County,390.8,Male,Overall
NE,Box Butte County,375.8,Male,Overall
NE,Boyd County,410.8,Male,Overall
NE,Brown County,407.7,Male,Overall
NE,Buffalo County,352.8,Male,Overall
NE,Burt County,395.1,Male,Overall
NE,Butler County,343.6,Male,Overall
NE,Cass County,353,Male,Overall
NE,Cedar County,378.7,Male,Overall
NE,Chase County,366.8,Male,Overall
NE,Cherry County,395.8,Male,Overall
NE,Cheyenne County,336.2,Male,Overall
NE,Clay County,397.3,Male,Overall
NE,Colfax County,344.2,Male,Overall
NE,Cuming County,358.7,Male,Overall
NE,Custer County,344.2,Male,Overall
NE,Dakota County,351.2,Male,Overall
NE,Dawes County,375.7,Male,Overall
NE,Dawson County,344.1,Male,Overall
NE,Deuel County,338.2,Male,Overall
NE,Dixon County,442.8,Male,Overall
